主要诊断编码,主要诊断名称,其他诊断编码,其他诊断名称,并发症评级,病案数
I50.101,急性左心衰竭,I50.105,慢性左心功能不全,严重合并症/并发症,9
I50.101,急性左心衰竭,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,26
I50.101,急性左心衰竭,I50.900x010,心功能IV级(NYHA分级),严重合并症/并发症,36
I50.101,急性左心衰竭,J15.902,社区获得性肺炎，非重症,合并症/并发症,7
I50.101,急性左心衰竭,J18.900,肺炎,合并症/并发症,8
I50.101,急性左心衰竭,J44.000,慢性阻塞性肺病伴有急性下呼吸道感染,严重合并症/并发症,4
I50.101,急性左心衰竭,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,26
I50.101,急性左心衰竭,J44.801,慢性支气管炎伴肺气肿,合并症/并发症,9
I50.101,急性左心衰竭,J44.900,慢性阻塞性肺病,合并症/并发症,12
I50.101,急性左心衰竭,J94.804,胸腔积液,合并症/并发症,13
I50.101,急性左心衰竭,J96.100,慢性呼吸衰竭,严重合并症/并发症,7
I50.101,急性左心衰竭,J96.900x001,呼吸衰竭,严重合并症/并发症,15
I50.101,急性左心衰竭,J96.900x002,I型呼吸衰竭,严重合并症/并发症,3
I50.101,急性左心衰竭,J98.403,肺功能不全,合并症/并发症,8
I50.101,急性左心衰竭,J98.414,肺部感染,合并症/并发症,65
I50.101,急性左心衰竭,K76.800x006,肝功能不全,合并症/并发症,5
I50.101,急性左心衰竭,K92.210,消化道出血,合并症/并发症,4
I50.101,急性左心衰竭,M48.902,胸椎退行性病变,合并症/并发症,3
I50.101,急性左心衰竭,M81.900,骨质疏松,合并症/并发症,4
I50.101,急性左心衰竭,N18.300,慢性肾脏病3期,合并症/并发症,4
I50.101,急性左心衰竭,N18.902,慢性肾衰竭,合并症/并发症,7
I50.101,急性左心衰竭,N18.904,慢性肾功能不全,合并症/并发症,4
I50.101,急性左心衰竭,N19.x00,肾衰竭,严重合并症/并发症,4
I50.101,急性左心衰竭,R57.000,心源性休克,严重合并症/并发症,5
I50.101,急性左心衰竭,R79.800x003,低血氧症,合并症/并发症,3
I50.101,急性左心衰竭,Z95.501,,合并症/并发症,10
I50.104,心源性哮喘,I27.900,肺源性心脏病,严重合并症/并发症,4
I50.104,心源性哮喘,I50.900x010,心功能IV级(NYHA分级),严重合并症/并发症,4
I50.104,心源性哮喘,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,4
I50.104,心源性哮喘,J98.414,肺部感染,合并症/并发症,6
I50.105,慢性左心功能不全,D70.x04,白细胞减少,合并症/并发症,5
I50.105,慢性左心功能不全,E77.801,低蛋白血症,合并症/并发症,3
I50.105,慢性左心功能不全,E87.303,呼吸性碱中毒,合并症/并发症,5
I50.105,慢性左心功能不全,E87.600,低钾血症,合并症/并发症,11
I50.105,慢性左心功能不全,F41.101,焦虑状态,合并症/并发症,7
I50.105,慢性左心功能不全,F51.000,非器质性失眠症,合并症/并发症,3
I50.105,慢性左心功能不全,G31.902,脑萎缩,合并症/并发症,3
I50.105,慢性左心功能不全,I08.103,二尖瓣及三尖瓣关闭不全,合并症/并发症,3
I50.105,慢性左心功能不全,I11.901,高血压性心脏病,合并症/并发症,3
I50.105,慢性左心功能不全,I27.900,肺源性心脏病,严重合并症/并发症,5
I50.105,慢性左心功能不全,I31.300,心包积液(非炎性),合并症/并发症,5
I50.105,慢性左心功能不全,I50.900x007,心功能Ⅱ级(NYHA分级),严重合并症/并发症,5
I50.105,慢性左心功能不全,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,12
I50.105,慢性左心功能不全,I50.900x010,心功能IV级(NYHA分级),严重合并症/并发症,6
I50.105,慢性左心功能不全,I70.203,下肢动脉粥样硬化,合并症/并发症,3
I50.105,慢性左心功能不全,J18.900,肺炎,合并症/并发症,4
I50.105,慢性左心功能不全,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,7
I50.105,慢性左心功能不全,J44.900,慢性阻塞性肺病,合并症/并发症,6
I50.105,慢性左心功能不全,J94.804,胸腔积液,合并症/并发症,10
I50.105,慢性左心功能不全,J98.414,肺部感染,合并症/并发症,34
I50.105,慢性左心功能不全,K56.701,不完全性肠梗阻,合并症/并发症,3
I50.105,慢性左心功能不全,K65.806,多浆膜腔积液,严重合并症/并发症,5
I50.105,慢性左心功能不全,K76.800x006,肝功能不全,合并症/并发症,3
I50.105,慢性左心功能不全,K76.807,肝囊肿,合并症/并发症,5
I50.105,慢性左心功能不全,M48.902,胸椎退行性病变,合并症/并发症,4
I50.105,慢性左心功能不全,M81.900,骨质疏松,合并症/并发症,13
I50.105,慢性左心功能不全,R79.800x003,低血氧症,合并症/并发症,3
I50.900,心力衰竭,D70.x04,白细胞减少,合并症/并发症,4
I50.900,心力衰竭,E11.201+N08.3*,2型糖尿病性肾病,合并症/并发症,4
I50.900,心力衰竭,E11.401+G63.2*,2型糖尿病性周围神经病,合并症/并发症,5
I50.900,心力衰竭,E11.501+I79.2*,2型糖尿病性周围血管病变,合并症/并发症,3
I50.900,心力衰竭,E11.700x011,2型糖尿病性多发性微血管并发症,合并症/并发症,3
I50.900,心力衰竭,E41.x01,重度营养不良伴消瘦,合并症/并发症,3
I50.900,心力衰竭,E46.x00x002,低蛋白性营养不良,合并症/并发症,4
I50.900,心力衰竭,E77.801,低蛋白血症,合并症/并发症,20
I50.900,心力衰竭,E87.500,高钾血症,合并症/并发症,3
I50.900,心力衰竭,E87.600,低钾血症,合并症/并发症,10
I50.900,心力衰竭,E87.801,电解质代谢紊乱,合并症/并发症,7
I50.900,心力衰竭,G20.x03,帕金森综合征,合并症/并发症,3
I50.900,心力衰竭,G31.902,脑萎缩,合并症/并发症,7
I50.900,心力衰竭,I09.900,风湿性心脏病,合并症/并发症,4
I50.900,心力衰竭,I11.901,高血压性心脏病,合并症/并发症,9
I50.900,心力衰竭,I27.900,肺源性心脏病,严重合并症/并发症,8
I50.900,心力衰竭,I31.300,心包积液(非炎性),合并症/并发症,8
I50.900,心力衰竭,I42.000x001,家族性扩张性心肌病,合并症/并发症,8
I50.900,心力衰竭,I48.000,阵发性心房颤动,合并症/并发症,4
I50.900,心力衰竭,I50.900x007,心功能Ⅱ级(NYHA分级),严重合并症/并发症,3
I50.900,心力衰竭,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,24
I50.900,心力衰竭,I50.900x010,心功能IV级(NYHA分级),严重合并症/并发症,12
I50.900,心力衰竭,I51.402,老年性心脏病,合并症/并发症,3
I50.900,心力衰竭,I70.203,下肢动脉粥样硬化,合并症/并发症,3
I50.900,心力衰竭,I95.900,低血压,合并症/并发症,3
I50.900,心力衰竭,J15.903,社区获得性肺炎，重症,合并症/并发症,3
I50.900,心力衰竭,J18.900,肺炎,合并症/并发症,8
I50.900,心力衰竭,J18.903,重症肺炎,合并症/并发症,3
I50.900,心力衰竭,J44.000,慢性阻塞性肺病伴有急性下呼吸道感染,严重合并症/并发症,5
I50.900,心力衰竭,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,13
I50.900,心力衰竭,J44.801,慢性支气管炎伴肺气肿,合并症/并发症,16
I50.900,心力衰竭,J44.900,慢性阻塞性肺病,合并症/并发症,13
I50.900,心力衰竭,J81.x00,肺水肿,严重合并症/并发症,4
I50.900,心力衰竭,J94.804,胸腔积液,合并症/并发症,20
I50.900,心力衰竭,J96.900x001,呼吸衰竭,严重合并症/并发症,13
I50.900,心力衰竭,J98.101,肺不张,合并症/并发症,3
I50.900,心力衰竭,J98.414,肺部感染,合并症/并发症,64
I50.900,心力衰竭,K65.806,多浆膜腔积液,严重合并症/并发症,5
I50.900,心力衰竭,K76.800x006,肝功能不全,合并症/并发症,8
I50.900,心力衰竭,K80.000x002,胆囊结石伴急性胆囊炎,合并症/并发症,3
I50.900,心力衰竭,K81.900,胆囊炎,合并症/并发症,4
I50.900,心力衰竭,K92.210,消化道出血,合并症/并发症,6
I50.900,心力衰竭,M81.900,骨质疏松,合并症/并发症,4
I50.900,心力衰竭,N18.300,慢性肾脏病3期,合并症/并发症,5
I50.900,心力衰竭,N18.400,慢性肾脏病4期,严重合并症/并发症,3
I50.900,心力衰竭,N18.902,慢性肾衰竭,合并症/并发症,10
I50.900,心力衰竭,N19.x03,肾功能不全,严重合并症/并发症,7
I50.900,心力衰竭,Z95.501,,合并症/并发症,4
I50.900x002,心功能不全,E87.600,低钾血症,合并症/并发症,3
I50.900x002,心功能不全,E87.801,电解质代谢紊乱,合并症/并发症,3
I50.900x002,心功能不全,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,4
I50.900x002,心功能不全,J44.900,慢性阻塞性肺病,合并症/并发症,3
I50.900x002,心功能不全,J94.804,胸腔积液,合并症/并发症,4
I50.900x002,心功能不全,J96.000,急性呼吸衰竭,严重合并症/并发症,3
I50.900x002,心功能不全,J98.414,肺部感染,合并症/并发症,5
I50.900x002,心功能不全,K76.807,肝囊肿,合并症/并发症,3
I50.900x007,心功能Ⅱ级(NYHA分级),E87.600,低钾血症,合并症/并发症,4
I50.900x007,心功能Ⅱ级(NYHA分级),J98.414,肺部感染,合并症/并发症,4
I50.900x007,心功能Ⅱ级(NYHA分级),N19.x03,肾功能不全,严重合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),E11.401+G63.2*,2型糖尿病性周围神经病,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),E77.801,低蛋白血症,合并症/并发症,10
I50.900x008,心功能III级(NYHA分级),E87.500,高钾血症,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),E87.600,低钾血症,合并症/并发症,7
I50.900x008,心功能III级(NYHA分级),E87.801,电解质代谢紊乱,合并症/并发症,4
I50.900x008,心功能III级(NYHA分级),I11.901,高血压性心脏病,合并症/并发症,5
I50.900x008,心功能III级(NYHA分级),I25.200,,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),I27.900,肺源性心脏病,严重合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),I42.000x001,家族性扩张性心肌病,合并症/并发症,4
I50.900x008,心功能III级(NYHA分级),I50.908,慢性心力衰竭,严重合并症/并发症,13
I50.900x008,心功能III级(NYHA分级),I69.300,脑梗死后遗症,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),I70.203,下肢动脉粥样硬化,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),J18.900,肺炎,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),J44.900,慢性阻塞性肺病,合并症/并发症,5
I50.900x008,心功能III级(NYHA分级),J90.x00,胸腔积液，不可归类在他处者,合并症/并发症,4
I50.900x008,心功能III级(NYHA分级),J94.804,胸腔积液,合并症/并发症,7
I50.900x008,心功能III级(NYHA分级),J98.414,肺部感染,合并症/并发症,26
I50.900x008,心功能III级(NYHA分级),K76.800x006,肝功能不全,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),K76.807,肝囊肿,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),K81.900,胆囊炎,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),M81.900,骨质疏松,合并症/并发症,4
I50.900x008,心功能III级(NYHA分级),N18.902,慢性肾衰竭,合并症/并发症,6
I50.900x008,心功能III级(NYHA分级),N18.904,慢性肾功能不全,合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),N19.x03,肾功能不全,严重合并症/并发症,3
I50.900x008,心功能III级(NYHA分级),Z95.501,,合并症/并发症,7
I50.900x010,心功能IV级(NYHA分级),E77.801,低蛋白血症,合并症/并发症,7
I50.900x010,心功能IV级(NYHA分级),E87.201,代谢性酸中毒,合并症/并发症,4
I50.900x010,心功能IV级(NYHA分级),E87.500,高钾血症,合并症/并发症,5
I50.900x010,心功能IV级(NYHA分级),E87.600,低钾血症,合并症/并发症,12
I50.900x010,心功能IV级(NYHA分级),E87.801,电解质代谢紊乱,合并症/并发症,4
I50.900x010,心功能IV级(NYHA分级),I25.500,缺血性心肌病,合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),I27.900,肺源性心脏病,严重合并症/并发症,8
I50.900x010,心功能IV级(NYHA分级),I27.900x002,慢性肺源性心脏病,严重合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),I31.300,心包积液(非炎性),合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),I42.000x001,家族性扩张性心肌病,合并症/并发症,7
I50.900x010,心功能IV级(NYHA分级),I50.002,全心衰竭,严重合并症/并发症,5
I50.900x010,心功能IV级(NYHA分级),I50.908,慢性心力衰竭,严重合并症/并发症,4
I50.900x010,心功能IV级(NYHA分级),I69.300,脑梗死后遗症,合并症/并发症,5
I50.900x010,心功能IV级(NYHA分级),I70.203,下肢动脉粥样硬化,合并症/并发症,4
I50.900x010,心功能IV级(NYHA分级),J15.902,社区获得性肺炎，非重症,合并症/并发症,11
I50.900x010,心功能IV级(NYHA分级),J18.900,肺炎,合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,18
I50.900x010,心功能IV级(NYHA分级),J44.900,慢性阻塞性肺病,合并症/并发症,9
I50.900x010,心功能IV级(NYHA分级),J94.804,胸腔积液,合并症/并发症,11
I50.900x010,心功能IV级(NYHA分级),J98.402,肺不典型增生,合并症/并发症,15
I50.900x010,心功能IV级(NYHA分级),J98.414,肺部感染,合并症/并发症,25
I50.900x010,心功能IV级(NYHA分级),K65.806,多浆膜腔积液,严重合并症/并发症,9
I50.900x010,心功能IV级(NYHA分级),K76.800x006,肝功能不全,合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),M10.002,痛风性关节炎,合并症/并发症,4
I50.900x010,心功能IV级(NYHA分级),M81.900,骨质疏松,合并症/并发症,8
I50.900x010,心功能IV级(NYHA分级),N18.900x012+D63.8*,肾性贫血,合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),N18.902,慢性肾衰竭,合并症/并发症,9
I50.900x010,心功能IV级(NYHA分级),N18.904,慢性肾功能不全,合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),N19.x03,肾功能不全,严重合并症/并发症,3
I50.900x010,心功能IV级(NYHA分级),Z95.501,,合并症/并发症,5
I50.900x018,慢性心功能不全急性加重,E87.600,低钾血症,合并症/并发症,3
I50.900x018,慢性心功能不全急性加重,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,4
I50.900x018,慢性心功能不全急性加重,J98.414,肺部感染,合并症/并发症,4
I50.907,急性心力衰竭,E77.801,低蛋白血症,合并症/并发症,8
I50.907,急性心力衰竭,E87.201,代谢性酸中毒,合并症/并发症,6
I50.907,急性心力衰竭,E87.204,乳酸性酸中毒,合并症/并发症,4
I50.907,急性心力衰竭,E87.500,高钾血症,合并症/并发症,6
I50.907,急性心力衰竭,E87.600,低钾血症,合并症/并发症,10
I50.907,急性心力衰竭,E87.801,电解质代谢紊乱,合并症/并发症,9
I50.907,急性心力衰竭,I11.002,高血压心脏病伴心力衰竭,合并症/并发症,5
I50.907,急性心力衰竭,I11.901,高血压性心脏病,合并症/并发症,3
I50.907,急性心力衰竭,I25.500,缺血性心肌病,合并症/并发症,3
I50.907,急性心力衰竭,I25.901,冠状动脉性心脏病,合并症/并发症,11
I50.907,急性心力衰竭,I27.900,肺源性心脏病,严重合并症/并发症,8
I50.907,急性心力衰竭,I27.900x002,慢性肺源性心脏病,严重合并症/并发症,3
I50.907,急性心力衰竭,I31.300,心包积液(非炎性),合并症/并发症,3
I50.907,急性心力衰竭,I42.000x001,家族性扩张性心肌病,合并症/并发症,8
I50.907,急性心力衰竭,I46.901,呼吸心跳骤停,合并症/并发症,3
I50.907,急性心力衰竭,I48.000,阵发性心房颤动,合并症/并发症,7
I50.907,急性心力衰竭,I48.100,持续性心房颤动,合并症/并发症,3
I50.907,急性心力衰竭,I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,15
I50.907,急性心力衰竭,I50.900x010,心功能IV级(NYHA分级),严重合并症/并发症,23
I50.907,急性心力衰竭,I69.300,脑梗死后遗症,合并症/并发症,3
I50.907,急性心力衰竭,J15.900,细菌性肺炎,合并症/并发症,3
I50.907,急性心力衰竭,J15.902,社区获得性肺炎，非重症,合并症/并发症,4
I50.907,急性心力衰竭,J18.900,肺炎,合并症/并发症,3
I50.907,急性心力衰竭,J44.000,慢性阻塞性肺病伴有急性下呼吸道感染,严重合并症/并发症,4
I50.907,急性心力衰竭,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,13
I50.907,急性心力衰竭,J44.801,慢性支气管炎伴肺气肿,合并症/并发症,3
I50.907,急性心力衰竭,J44.900,慢性阻塞性肺病,合并症/并发症,6
I50.907,急性心力衰竭,J47.x03,支气管扩张伴感染,合并症/并发症,3
